YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN
2012,8,22,14,676.64
2012,8,22,15,494.53
2012,8,22,16,296.41
2012,8,22,17,100.43
2012,8,22,18,7.46
2012,8,22,19,0
2012,8,22,20,0
2012,8,22,21,0
2012,8,22,22,0
2012,8,22,23,0
2012,8,23,0,0
2012,8,23,1,0
2012,8,23,2,0
2012,8,23,3,0
2012,8,23,4,0
2012,8,23,5,0
2012,8,23,6,12.52
2012,8,23,7,147.77
2012,8,23,8,305.48
2012,8,23,9,411.64
2012,8,23,10,529.47
2012,8,23,11,650.8
2012,8,23,12,608.05
2012,8,23,13,460.53
2012,8,23,14,434.7
2012,8,23,15,278.2
2012,8,23,16,173.66
2012,8,23,17,34.56
2012,8,23,18,5.42
2012,8,23,19,0
2012,8,23,20,0
2012,8,23,21,0
2012,8,23,22,0
2012,8,23,23,0
2012,8,24,0,0
2012,8,24,1,0
2012,8,24,2,0
2012,8,24,3,0
2012,8,24,4,0
2012,8,24,5,0
2012,8,24,6,21.05
2012,8,24,7,141.55
2012,8,24,8,290.11
2012,8,24,9,440.47
2012,8,24,10,548.63
2012,8,24,11,666.22
2012,8,24,12,686.38
2012,8,24,13,697.02
2012,8,24,14,530.71
2012,8,24,15,356.11
2012,8,24,16,214.2
2012,8,24,17,84.4
2012,8,24,18,7.58
2012,8,24,19,0
2012,8,24,20,0
2012,8,24,21,0
2012,8,24,22,0
2012,8,24,23,0
2012,8,25,0,0
2012,8,25,1,0
2012,8,25,2,0
2012,8,25,3,0
2012,8,25,4,0
2012,8,25,5,0
2012,8,25,6,40.06
2012,8,25,7,193.95
2012,8,25,8,340.7
2012,8,25,9,539.69
2012,8,25,10,666.2
2012,8,25,11,728.07
2012,8,25,12,771.34
2012,8,25,13,717.89
2012,8,25,14,511.41
2012,8,25,15,311.31
2012,8,25,16,121.81
2012,8,25,17,36.85
2012,8,25,18,3.11
2012,8,25,19,0
2012,8,25,20,0
2012,8,25,21,0
2012,8,25,22,0
2012,8,25,23,0
2012,8,26,0,0
2012,8,26,1,0
2012,8,26,2,0
2012,8,26,3,0
2012,8,26,4,0
2012,8,26,5,0
2012,8,26,6,35.27
2012,8,26,7,168.46
2012,8,26,8,330.25
2012,8,26,9,485.06
2012,8,26,10,689.59
2012,8,26,11,721.94
2012,8,26,12,743.22
2012,8,26,13,652.51
2012,8,26,14,610.71
2012,8,26,15,413.91
2012,8,26,16,215.67
2012,8,26,17,65.25
2012,8,26,18,5.85
2012,8,26,19,0
2012,8,26,20,0
2012,8,26,21,0
2012,8,26,22,0
2012,8,26,23,0
2012,8,27,0,0
2012,8,27,1,0
2012,8,27,2,0
2012,8,27,3,0
2012,8,27,4,0
2012,8,27,5,0
2012,8,27,6,44.06
2012,8,27,7,173.84
2012,8,27,8,328.48
2012,8,27,9,544.62
2012,8,27,10,684.35
2012,8,27,11,688.54
2012,8,27,12,715.13
2012,8,27,13,732.46
2012,8,27,14,609.23
2012,8,27,15,494.78
2012,8,27,16,294.95
2012,8,27,17,101.62
2012,8,27,18,6.96
2012,8,27,19,0
2012,8,27,20,0
2012,8,27,21,0
2012,8,27,22,0
2012,8,27,23,0
2012,8,28,0,0
2012,8,28,1,0
2012,8,28,2,0
2012,8,28,3,0
2012,8,28,4,0
2012,8,28,5,0
2012,8,28,6,21.48
2012,8,28,7,129.12
2012,8,28,8,276.5
2012,8,28,9,521.2
2012,8,28,10,568.09
2012,8,28,11,718.38
2012,8,28,12,799.69
2012,8,28,13,688.37
2012,8,28,14,587.85
2012,8,28,15,348.99
2012,8,28,16,192.96
2012,8,28,17,39.23
2012,8,28,18,3.09
2012,8,28,19,0
2012,8,28,20,0
2012,8,28,21,0
2012,8,28,22,0
2012,8,28,23,0
2012,8,29,0,0
2012,8,29,1,0
2012,8,29,2,0
2012,8,29,3,0
2012,8,29,4,0
2012,8,29,5,0
2012,8,29,6,21.48
2012,8,29,7,174.39
2012,8,29,8,345.38
2012,8,29,9,514.84
2012,8,29,10,644.95
2012,8,29,11,747.84
2012,8,29,12,479.98
2012,8,29,13,318.23
2012,8,29,14,338.73
2012,8,29,15,113.9
2012,8,29,16,70.19
2012,8,29,17,17.48
2012,8,29,18,3.59
2012,8,29,19,0
2012,8,29,20,0
2012,8,29,21,0
2012,8,29,22,0
2012,8,29,23,0
2012,8,30,0,0
2012,8,30,1,0
2012,8,30,2,0
2012,8,30,3,0
2012,8,30,4,0
2012,8,30,5,0
2012,8,30,6,27.14
2012,8,30,7,183.38
2012,8,30,8,372.23
2012,8,30,9,529.57
2012,8,30,10,662.32
2012,8,30,11,531.96
2012,8,30,12,606.3
2012,8,30,13,579.04
2012,8,30,14,478.36
2012,8,30,15,388.55
2012,8,30,16,243.6
2012,8,30,17,73.42
2012,8,30,18,7.09
2012,8,30,19,0
2012,8,30,20,0
2012,8,30,21,0
2012,8,30,22,0
2012,8,30,23,0
2012,8,31,0,0
2012,8,31,1,0
2012,8,31,2,0
2012,8,31,3,0
2012,8,31,4,0
2012,8,31,5,0
2012,8,31,6,43.51
2012,8,31,7,183.98
2012,8,31,8,343.29
2012,8,31,9,489.73
2012,8,31,10,639.15
2012,8,31,11,670.88
2012,8,31,12,635.95
2012,8,31,13,704.12
2012,8,31,14,647.06
2012,8,31,15,470.22
2012,8,31,16,299.04
2012,8,31,17,81.02
2012,8,31,18,6.78
2012,8,31,19,0
2012,8,31,20,0
2012,8,31,21,0
2012,8,31,22,0
2012,8,31,23,0
2012,9,1,0,0
2012,9,1,1,0
2012,9,1,2,0
2012,9,1,3,0
2012,9,1,4,0
2012,9,1,5,0
2012,9,1,6,42.93
2012,9,1,7,197.91
2012,9,1,8,372.01
2012,9,1,9,538.37
2012,9,1,10,641.9
2012,9,1,11,580.41
2012,9,1,12,510.08
2012,9,1,13,490.09
2012,9,1,14,491.62
2012,9,1,15,428.05
2012,9,1,16,248.57
2012,9,1,17,77.04
2012,9,1,18,6.46
2012,9,1,19,0
2012,9,1,20,0
2012,9,1,21,0
2012,9,1,22,0
2012,9,1,23,0
2012,9,2,0,0
2012,9,2,1,0
2012,9,2,2,0
2012,9,2,3,0
2012,9,2,4,0
2012,9,2,5,0
2012,9,2,6,31.57
2012,9,2,7,164.61
2012,9,2,8,282.78
2012,9,2,9,310.91
2012,9,2,10,295.42
2012,9,2,11,283.34
2012,9,2,12,302.69
2012,9,2,13,476.47
2012,9,2,14,525.75
2012,9,2,15,321.49
2012,9,2,16,202.26
2012,9,2,17,49.22
2012,9,2,18,5.86
2012,9,2,19,0
2012,9,2,20,0
2012,9,2,21,0
2012,9,2,22,0
2012,9,2,23,0
2012,9,3,0,0
2012,9,3,1,0
2012,9,3,2,0
2012,9,3,3,0
2012,9,3,4,0
2012,9,3,5,0
2012,9,3,6,15.88
2012,9,3,7,155.21
2012,9,3,8,309.84
2012,9,3,9,306.17
2012,9,3,10,506.28
2012,9,3,11,646.61
2012,9,3,12,512.33
2012,9,3,13,541.78
2012,9,3,14,338.28
2012,9,3,15,372.2
2012,9,3,16,219.91
2012,9,3,17,77.69
2012,9,3,18,5.1
2012,9,3,19,0
2012,9,3,20,0
2012,9,3,21,0
2012,9,3,22,0
2012,9,3,23,0
2012,9,4,0,0
2012,9,4,1,0
2012,9,4,2,0
2012,9,4,3,0
2012,9,4,4,0
2012,9,4,5,0
2012,9,4,6,44.35
2012,9,4,7,182.77
2012,9,4,8,338.91
2012,9,4,9,515.71
2012,9,4,10,670.92
2012,9,4,11,738.38
2012,9,4,12,768.08
2012,9,4,13,757.3
2012,9,4,14,619.12
2012,9,4,15,284.13
2012,9,4,16,126.26
2012,9,4,17,30.83
2012,9,4,18,0
2012,9,4,19,0
2012,9,4,20,0
2012,9,4,21,0
2012,9,4,22,0
2012,9,4,23,0
2012,9,5,0,0
2012,9,5,1,0
2012,9,5,2,0
2012,9,5,3,0
2012,9,5,4,0
2012,9,5,5,0
2012,9,5,6,8.47
2012,9,5,7,90.37
2012,9,5,8,214.62
2012,9,5,9,386.12
2012,9,5,10,482.02
2012,9,5,11,510
2012,9,5,12,548.36
2012,9,5,13,543.16
2012,9,5,14,458.05
2012,9,5,15,429.92
2012,9,5,16,251.64
2012,9,5,17,88.29
2012,9,5,18,0
2012,9,5,19,0
2012,9,5,20,0
2012,9,5,21,0
2012,9,5,22,0
2012,9,5,23,0
2012,9,6,0,0
2012,9,6,1,0
2012,9,6,2,0
2012,9,6,3,0
2012,9,6,4,0
2012,9,6,5,0
2012,9,6,6,21.76
2012,9,6,7,118.47
2012,9,6,8,203.59
2012,9,6,9,314.98
2012,9,6,10,347.3
2012,9,6,11,418.34
2012,9,6,12,311.41
2012,9,6,13,259.9
2012,9,6,14,268.82
2012,9,6,15,224.84
2012,9,6,16,118.98
2012,9,6,17,58
2012,9,6,18,0
2012,9,6,19,0
2012,9,6,20,0
2012,9,6,21,0
2012,9,6,22,0
2012,9,6,23,0
2012,9,7,0,0
2012,9,7,1,0
2012,9,7,2,0
2012,9,7,3,0
2012,9,7,4,0
2012,9,7,5,0
2012,9,7,6,38.67
2012,9,7,7,187.25
2012,9,7,8,350.15
2012,9,7,9,496.74
2012,9,7,10,555.36
2012,9,7,11,610.17
2012,9,7,12,489.88
2012,9,7,13,418.78
2012,9,7,14,445.89
2012,9,7,15,164.97
2012,9,7,16,74.95
2012,9,7,17,42.49
2012,9,7,18,0
2012,9,7,19,0
2012,9,7,20,0
2012,9,7,21,0
2012,9,7,22,0
2012,9,7,23,0
2012,9,8,0,0
2012,9,8,1,0
2012,9,8,2,0
2012,9,8,3,0
2012,9,8,4,0
2012,9,8,5,0
2012,9,8,6,44.71
2012,9,8,7,198.28
2012,9,8,8,402.77
2012,9,8,9,552.46
2012,9,8,10,681
2012,9,8,11,735.8
2012,9,8,12,743.32
2012,9,8,13,733.34
2012,9,8,14,649.88
2012,9,8,15,538.46
2012,9,8,16,328.27
2012,9,8,17,104.71
2012,9,8,18,0
2012,9,8,19,0
2012,9,8,20,0
2012,9,8,21,0
2012,9,8,22,0
2012,9,8,23,0
2012,9,9,0,0
2012,9,9,1,0
2012,9,9,2,0
2012,9,9,3,0
2012,9,9,4,0
2012,9,9,5,0
2012,9,9,6,43.58
2012,9,9,7,203.23
2012,9,9,8,381.84
2012,9,9,9,517.98
2012,9,9,10,564.93
2012,9,9,11,663.37
2012,9,9,12,686.99
2012,9,9,13,609.4
2012,9,9,14,530.09
2012,9,9,15,346.5
2012,9,9,16,186.75
2012,9,9,17,63.39
2012,9,9,18,0
2012,9,9,19,0
2012,9,9,20,0
2012,9,9,21,0
2012,9,9,22,0
2012,9,9,23,0
2012,9,10,0,0
2012,9,10,1,0
2012,9,10,2,0
2012,9,10,3,0
2012,9,10,4,0
2012,9,10,5,0
2012,9,10,6,52.87
2012,9,10,7,228.04
2012,9,10,8,466.05
2012,9,10,9,639.64
2012,9,10,10,741.93
2012,9,10,11,823.26
2012,9,10,12,864.27
2012,9,10,13,870.8
2012,9,10,14,755.52
2012,9,10,15,565.5
2012,9,10,16,340.51
2012,9,10,17,103.14
2012,9,10,18,0
2012,9,10,19,0
2012,9,10,20,0
2012,9,10,21,0
2012,9,10,22,0
2012,9,10,23,0
2012,9,11,0,0
2012,9,11,1,0
2012,9,11,2,0
2012,9,11,3,0
2012,9,11,4,0
2012,9,11,5,0
2012,9,11,6,39.41
2012,9,11,7,179.22
2012,9,11,8,348.63
2012,9,11,9,533.22
2012,9,11,10,624.22
2012,9,11,11,718.58
2012,9,11,12,739.6
2012,9,11,13,715.9
2012,9,11,14,641.3
2012,9,11,15,486.97
2012,9,11,16,276.51
2012,9,11,17,83.99
2012,9,11,18,0
2012,9,11,19,0
2012,9,11,20,0
2012,9,11,21,0
2012,9,11,22,0
2012,9,11,23,0
2012,9,12,0,0
2012,9,12,1,0
2012,9,12,2,0
2012,9,12,3,0
2012,9,12,4,0
2012,9,12,5,0
2012,9,12,6,51.8
2012,9,12,7,243.67
2012,9,12,8,442.27
2012,9,12,9,613.62
2012,9,12,10,806.9
2012,9,12,11,862.35
2012,9,12,12,836.21
2012,9,12,13,761.74
2012,9,12,14,554.96
2012,9,12,15,382.49
2012,9,12,16,211.88
2012,9,12,17,63.65
2012,9,12,18,0
2012,9,12,19,0
2012,9,12,20,0
2012,9,12,21,0
2012,9,12,22,0
2012,9,12,23,0
2012,9,13,0,0
2012,9,13,1,0
2012,9,13,2,0
2012,9,13,3,0
2012,9,13,4,0
2012,9,13,5,0
2012,9,13,6,44.27
2012,9,13,7,219.88
2012,9,13,8,426.95
2012,9,13,9,575.38
2012,9,13,10,710.38
2012,9,13,11,852.75
2012,9,13,12,822.47
2012,9,13,13,796.27
2012,9,13,14,652.79
2012,9,13,15,434.77
2012,9,13,16,217.75
2012,9,13,17,77.59
2012,9,13,18,0
2012,9,13,19,0
2012,9,13,20,0
2012,9,13,21,0
2012,9,13,22,0
2012,9,13,23,0
2012,9,14,0,0
2012,9,14,1,0
2012,9,14,2,0
2012,9,14,3,0
2012,9,14,4,0
2012,9,14,5,0
2012,9,14,6,6.85
2012,9,14,7,54.38
2012,9,14,8,194.02
2012,9,14,9,346.52
2012,9,14,10,526.77
2012,9,14,11,565.86
2012,9,14,12,555.05
2012,9,14,13,600.64
2012,9,14,14,512.84
2012,9,14,15,448.88
2012,9,14,16,268.91
2012,9,14,17,73.14
2012,9,14,18,0
2012,9,14,19,0
2012,9,14,20,0
2012,9,14,21,0
2012,9,14,22,0
2012,9,14,23,0
2012,9,15,0,0
2012,9,15,1,0
2012,9,15,2,0
2012,9,15,3,0
2012,9,15,4,0
2012,9,15,5,0
2012,9,15,6,55.84
2012,9,15,7,265.87
2012,9,15,8,501.1
2012,9,15,9,662.61
2012,9,15,10,774.59
2012,9,15,11,559.18
2012,9,15,12,505.02
2012,9,15,13,513.44
2012,9,15,14,485.35
2012,9,15,15,351.9
2012,9,15,16,229.69
2012,9,15,17,58.34
2012,9,15,18,0
2012,9,15,19,0
2012,9,15,20,0
2012,9,15,21,0
2012,9,15,22,0
2012,9,15,23,0
2012,9,16,0,0
2012,9,16,1,0
2012,9,16,2,0
2012,9,16,3,0
2012,9,16,4,0
2012,9,16,5,0
2012,9,16,6,39.52
2012,9,16,7,196.95
2012,9,16,8,380.27
2012,9,16,9,491.91
2012,9,16,10,467.82
2012,9,16,11,502.45
2012,9,16,12,579.86
2012,9,16,13,656.12
2012,9,16,14,620.24
2012,9,16,15,511.27
2012,9,16,16,312.87
2012,9,16,17,86.94
2012,9,16,18,0
2012,9,16,19,0
2012,9,16,20,0
2012,9,16,21,0
2012,9,16,22,0
2012,9,16,23,0
2012,9,17,0,0
2012,9,17,1,0
2012,9,17,2,0
2012,9,17,3,0
2012,9,17,4,0
2012,9,17,5,0
2012,9,17,6,34.23
2012,9,17,7,149.91
2012,9,17,8,271.27
2012,9,17,9,403.8
2012,9,17,10,465.37
2012,9,17,11,559
2012,9,17,12,659.12
2012,9,17,13,658.7
2012,9,17,14,643.02
2012,9,17,15,488.62
2012,9,17,16,284.27
2012,9,17,17,67.05
2012,9,17,18,0
2012,9,17,19,0
2012,9,17,20,0
2012,9,17,21,0
2012,9,17,22,0
2012,9,17,23,0
2012,9,18,0,0
2012,9,18,1,0
2012,9,18,2,0
2012,9,18,3,0
2012,9,18,4,0
2012,9,18,5,0
2012,9,18,6,35.34
2012,9,18,7,127.02
2012,9,18,8,263.52
2012,9,18,9,373.27
2012,9,18,10,404.46
2012,9,18,11,644.31
2012,9,18,12,615.75
2012,9,18,13,779.26
2012,9,18,14,692.52
2012,9,18,15,522.81
2012,9,18,16,301.01
2012,9,18,17,80.28
2012,9,18,18,0
2012,9,18,19,0
2012,9,18,20,0
2012,9,18,21,0
2012,9,18,22,0
2012,9,18,23,0
2012,9,19,0,0
2012,9,19,1,0
2012,9,19,2,0
2012,9,19,3,0
2012,9,19,4,0
2012,9,19,5,0
2012,9,19,6,51.91
2012,9,19,7,226.65
2012,9,19,8,418.25
2012,9,19,9,531.8
2012,9,19,10,689.03
2012,9,19,11,739.02
2012,9,19,12,752.98
2012,9,19,13,738.28
2012,9,19,14,652.31
2012,9,19,15,460.91
2012,9,19,16,242.6
2012,9,19,17,58.71
2012,9,19,18,0
2012,9,19,19,0
2012,9,19,20,0
2012,9,19,21,0
2012,9,19,22,0
2012,9,19,23,0
2012,9,20,0,0
2012,9,20,1,0
2012,9,20,2,0
2012,9,20,3,0
2012,9,20,4,0
2012,9,20,5,0
2012,9,20,6,39.21
2012,9,20,7,136.68
2012,9,20,8,294.49
2012,9,20,9,429.96
2012,9,20,10,524.48
2012,9,20,11,674.09
2012,9,20,12,743.09
2012,9,20,13,676.51
2012,9,20,14,564.66
2012,9,20,15,477.77
2012,9,20,16,287.18
2012,9,20,17,61.26
2012,9,20,18,0
2012,9,20,19,0
2012,9,20,20,0
2012,9,20,21,0
2012,9,20,22,0
2012,9,20,23,0
2012,9,21,0,0
2012,9,21,1,0
2012,9,21,2,0
2012,9,21,3,0
2012,9,21,4,0
2012,9,21,5,0
2012,9,21,6,11
2012,9,21,7,110.59
2012,9,21,8,213.39
2012,9,21,9,352.36
2012,9,21,10,536.27
2012,9,21,11,610.94
2012,9,21,12,731.12
2012,9,21,13,718.66
2012,9,21,14,529.97
2012,9,21,15,493.22
2012,9,21,16,284.48
2012,9,21,17,69.45
2012,9,21,18,0
2012,9,21,19,0
2012,9,21,20,0
2012,9,21,21,0
2012,9,21,22,0
2012,9,21,23,0
2012,9,22,0,0
2012,9,22,1,0
2012,9,22,2,0
2012,9,22,3,0
2012,9,22,4,0
2012,9,22,5,0
2012,9,22,6,45.88
2012,9,22,7,229.95
2012,9,22,8,417.67
2012,9,22,9,549.61
2012,9,22,10,706.91
2012,9,22,11,784.59
2012,9,22,12,736.83
2012,9,22,13,724.61
2012,9,22,14,598.83
2012,9,22,15,415.13
2012,9,22,16,219.52
2012,9,22,17,49.43
2012,9,22,18,0
2012,9,22,19,0
2012,9,22,20,0
2012,9,22,21,0
2012,9,22,22,0
2012,9,22,23,0
2012,9,23,0,0
2012,9,23,1,0
2012,9,23,2,0
2012,9,23,3,0
2012,9,23,4,0
2012,9,23,5,0
2012,9,23,6,40.12
2012,9,23,7,188.96
2012,9,23,8,356.64
2012,9,23,9,473.21
2012,9,23,10,602.41
2012,9,23,11,774.78
2012,9,23,12,645.98
2012,9,23,13,528.77
2012,9,23,14,338.19
2012,9,23,15,285.16
2012,9,23,16,155.82
2012,9,23,17,39.82
2012,9,23,18,0
2012,9,23,19,0
2012,9,23,20,0
2012,9,23,21,0
2012,9,23,22,0
2012,9,23,23,0
2012,9,24,0,0
2012,9,24,1,0
2012,9,24,2,0
2012,9,24,3,0
2012,9,24,4,0
2012,9,24,5,0
2012,9,24,6,34.61
2012,9,24,7,206.64
2012,9,24,8,398.48
2012,9,24,9,558.83
2012,9,24,10,729.88
2012,9,24,11,810.51
2012,9,24,12,813.62
2012,9,24,13,779.68
2012,9,24,14,658.11
2012,9,24,15,427.97
2012,9,24,16,232.03
2012,9,24,17,51.93
2012,9,24,18,0
2012,9,24,19,0
2012,9,24,20,0
2012,9,24,21,0
2012,9,24,22,0
2012,9,24,23,0
2012,9,25,0,0
2012,9,25,1,0
2012,9,25,2,0
2012,9,25,3,0
2012,9,25,4,0
2012,9,25,5,0
2012,9,25,6,5.75
2012,9,25,7,33.33
2012,9,25,8,83.32
2012,9,25,9,231.02
2012,9,25,10,501.23
2012,9,25,11,680.75
2012,9,25,12,633.67
2012,9,25,13,639.52
2012,9,25,14,625.43
2012,9,25,15,476.91
2012,9,25,16,253.05
2012,9,25,17,58.56
2012,9,25,18,0
2012,9,25,19,0
2012,9,25,20,0
2012,9,25,21,0
2012,9,25,22,0
2012,9,25,23,0
2012,9,26,0,0
2012,9,26,1,0
2012,9,26,2,0
2012,9,26,3,0
2012,9,26,4,0
2012,9,26,5,0
2012,9,26,6,16.84
2012,9,26,7,190.45
2012,9,26,8,373.34
2012,9,26,9,525.45
2012,9,26,10,655.76
2012,9,26,11,687.5
2012,9,26,12,737.03
2012,9,26,13,743.82
2012,9,26,14,574.6
2012,9,26,15,422.3
2012,9,26,16,202.19
2012,9,26,17,48.08
2012,9,26,18,0
2012,9,26,19,0
2012,9,26,20,0
2012,9,26,21,0
2012,9,26,22,0
2012,9,26,23,0
2012,9,27,0,0
2012,9,27,1,0
2012,9,27,2,0
2012,9,27,3,0
2012,9,27,4,0
2012,9,27,5,0
2012,9,27,6,41.27
2012,9,27,7,201.43
2012,9,27,8,360.84
2012,9,27,9,446.77
2012,9,27,10,580.31
2012,9,27,11,614.63
2012,9,27,12,584.38
2012,9,27,13,618.3
2012,9,27,14,542.95
2012,9,27,15,388.14
2012,9,27,16,205.26
2012,9,27,17,44.5
2012,9,27,18,0
2012,9,27,19,0
2012,9,27,20,0
2012,9,27,21,0
2012,9,27,22,0
2012,9,27,23,0
2012,9,28,0,0
2012,9,28,1,0
2012,9,28,2,0
2012,9,28,3,0
2012,9,28,4,0
2012,9,28,5,0
2012,9,28,6,24.88
2012,9,28,7,187.15
2012,9,28,8,367.02
2012,9,28,9,454.31
2012,9,28,10,561.17
2012,9,28,11,579.77
2012,9,28,12,582.95
2012,9,28,13,597.34
2012,9,28,14,522.96
2012,9,28,15,357.53
2012,9,28,16,209.38
2012,9,28,17,42.95
2012,9,28,18,0
2012,9,28,19,0
2012,9,28,20,0
2012,9,28,21,0
2012,9,28,22,0
2012,9,28,23,0
2012,9,29,0,0
2012,9,29,1,0
2012,9,29,2,0
2012,9,29,3,0
2012,9,29,4,0
2012,9,29,5,0
2012,9,29,6,37.05
2012,9,29,7,199.48
2012,9,29,8,393.34
2012,9,29,9,609.75
2012,9,29,10,769.75
2012,9,29,11,845.34
2012,9,29,12,820.68
2012,9,29,13,711.84
2012,9,29,14,616.11
2012,9,29,15,427.17
2012,9,29,16,164.95
2012,9,29,17,44.72
2012,9,29,18,0
2012,9,29,19,0
2012,9,29,20,0
2012,9,29,21,0
2012,9,29,22,0
2012,9,29,23,0
2012,9,30,0,0
2012,9,30,1,0
2012,9,30,2,0
2012,9,30,3,0
2012,9,30,4,0
2012,9,30,5,0
2012,9,30,6,40.26
2012,9,30,7,212.52
2012,9,30,8,415.07
2012,9,30,9,635.71
2012,9,30,10,791.77
2012,9,30,11,854.91
2012,9,30,12,828.09
2012,9,30,13,755.58
2012,9,30,14,567.73
2012,9,30,15,393.65
2012,9,30,16,185.22
2012,9,30,17,37.91
2012,9,30,18,0
2012,9,30,19,0
2012,9,30,20,0
2012,9,30,21,0
2012,9,30,22,0
2012,9,30,23,0
2012,10,1,0,0
2012,10,1,1,0
2012,10,1,2,0
2012,10,1,3,0
2012,10,1,4,0
2012,10,1,5,0
2012,10,1,6,43.62
2012,10,1,7,213.31
2012,10,1,8,416.61
2012,10,1,9,593.57
2012,10,1,10,725.16
2012,10,1,11,808.04
2012,10,1,12,826.95
2012,10,1,13,702.21
2012,10,1,14,640.57
2012,10,1,15,406.02
2012,10,1,16,185.68
2012,10,1,17,45.8
2012,10,1,18,0
2012,10,1,19,0
2012,10,1,20,0
2012,10,1,21,0
2012,10,1,22,0
2012,10,1,23,0
2012,10,2,0,0
2012,10,2,1,0
2012,10,2,2,0
2012,10,2,3,0
2012,10,2,4,0
2012,10,2,5,0
2012,10,2,6,47.4
2012,10,2,7,230.16
2012,10,2,8,447.36
2012,10,2,9,663.88
2012,10,2,10,783.65
2012,10,2,11,880.46
2012,10,2,12,854.03
2012,10,2,13,701.64
2012,10,2,14,639.59
2012,10,2,15,441.27
2012,10,2,16,217.84
2012,10,2,17,43.4
2012,10,2,18,0
2012,10,2,19,0
2012,10,2,20,0
2012,10,2,21,0
2012,10,2,22,0
2012,10,2,23,0
2012,10,3,0,0
2012,10,3,1,0
2012,10,3,2,0
2012,10,3,3,0
2012,10,3,4,0
2012,10,3,5,0
2012,10,3,6,42.38
2012,10,3,7,197.62
2012,10,3,8,370.56
2012,10,3,9,561.94
2012,10,3,10,771.41
2012,10,3,11,816.93
2012,10,3,12,703.23
2012,10,3,13,645.15
2012,10,3,14,514.01
2012,10,3,15,408.19
2012,10,3,16,193.54
2012,10,3,17,37.27
2012,10,3,18,0
2012,10,3,19,0
2012,10,3,20,0
2012,10,3,21,0
2012,10,3,22,0
2012,10,3,23,0
2012,10,4,0,0
2012,10,4,1,0
2012,10,4,2,0
2012,10,4,3,0
2012,10,4,4,0
2012,10,4,5,0
2012,10,4,6,40.45
2012,10,4,7,225.31
2012,10,4,8,443.41
2012,10,4,9,594.3
2012,10,4,10,686.77
2012,10,4,11,730.49
2012,10,4,12,740.04
2012,10,4,13,619.05
2012,10,4,14,609
2012,10,4,15,417.28
2012,10,4,16,203.23
2012,10,4,17,37.41
2012,10,4,18,0
2012,10,4,19,0
2012,10,4,20,0
2012,10,4,21,0
2012,10,4,22,0
2012,10,4,23,0
2012,10,5,0,0
2012,10,5,1,0
2012,10,5,2,0
2012,10,5,3,0
2012,10,5,4,0
2012,10,5,5,0
2012,10,5,6,44.26
2012,10,5,7,184.1
2012,10,5,8,347.23
2012,10,5,9,485.42
2012,10,5,10,582.17
2012,10,5,11,705.26
2012,10,5,12,730.4
2012,10,5,13,669.3
2012,10,5,14,602.21
2012,10,5,15,435
2012,10,5,16,218.73
2012,10,5,17,40.55
2012,10,5,18,0
2012,10,5,19,0
2012,10,5,20,0
2012,10,5,21,0
2012,10,5,22,0
2012,10,5,23,0
2012,10,6,0,0
2012,10,6,1,0
2012,10,6,2,0
2012,10,6,3,0
2012,10,6,4,0
2012,10,6,5,0
2012,10,6,6,19.53
2012,10,6,7,127.29
2012,10,6,8,250.84
2012,10,6,9,413.42
2012,10,6,10,654.27
2012,10,6,11,705.49
2012,10,6,12,767.62
2012,10,6,13,797.28
2012,10,6,14,633.95
2012,10,6,15,467.27
2012,10,6,16,232.35
2012,10,6,17,45.09
2012,10,6,18,0
2012,10,6,19,0
2012,10,6,20,0
2012,10,6,21,0
2012,10,6,22,0
2012,10,6,23,0
2012,10,7,0,0
2012,10,7,1,0
2012,10,7,2,0
2012,10,7,3,0
2012,10,7,4,0
2012,10,7,5,0
2012,10,7,6,33.77
2012,10,7,7,150.91
2012,10,7,8,310.49
2012,10,7,9,405.97
2012,10,7,10,527.7
2012,10,7,11,598.46
2012,10,7,12,484.6
2012,10,7,13,384.26
2012,10,7,14,287.27
2012,10,7,15,232.2
2012,10,7,16,75.14
2012,10,7,17,34.02
2012,10,7,18,0
2012,10,7,19,0
2012,10,7,20,0
2012,10,7,21,0
2012,10,7,22,0
2012,10,7,23,0
2012,10,8,0,0
2012,10,8,1,0
2012,10,8,2,0
2012,10,8,3,0
2012,10,8,4,0
2012,10,8,5,0
2012,10,8,6,31.59
2012,10,8,7,91.41
2012,10,8,8,140.8
2012,10,8,9,250.65
2012,10,8,10,319.6
2012,10,8,11,505.81
2012,10,8,12,459.12
2012,10,8,13,457.84
2012,10,8,14,285.46
2012,10,8,15,224.4
2012,10,8,16,109.83
2012,10,8,17,37.8
2012,10,8,18,0
2012,10,8,19,0
2012,10,8,20,0
2012,10,8,21,0
2012,10,8,22,0
2012,10,8,23,0
2012,10,9,0,0
2012,10,9,1,0
2012,10,9,2,0
2012,10,9,3,0
2012,10,9,4,0
2012,10,9,5,0
2012,10,9,6,27.98
2012,10,9,7,162.15
2012,10,9,8,363.3
2012,10,9,9,572.21
2012,10,9,10,626.65
2012,10,9,11,588.73
2012,10,9,12,712.97
2012,10,9,13,677.27
2012,10,9,14,491.53
2012,10,9,15,428.05
2012,10,9,16,205.84
2012,10,9,17,39.64
2012,10,9,18,0
2012,10,9,19,0
2012,10,9,20,0
2012,10,9,21,0
2012,10,9,22,0
2012,10,9,23,0
2012,10,10,0,0
