YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN
2013,5,4,14,617.24
2013,5,4,15,436.48
2013,5,4,16,254.22
2013,5,4,17,108.6
2013,5,4,18,9.54
2013,5,4,19,0
2013,5,4,20,0
2013,5,4,21,0
2013,5,4,22,0
2013,5,4,23,0
2013,5,5,0,0
2013,5,5,1,0
2013,5,5,2,0
2013,5,5,3,0
2013,5,5,4,0
2013,5,5,5,0
2013,5,5,6,40.12
2013,5,5,7,170.76
2013,5,5,8,299.88
2013,5,5,9,351.62
2013,5,5,10,448.99
2013,5,5,11,418.68
2013,5,5,12,572.95
2013,5,5,13,800.53
2013,5,5,14,731.87
2013,5,5,15,579.07
2013,5,5,16,377.39
2013,5,5,17,155.6
2013,5,5,18,11.37
2013,5,5,19,0
2013,5,5,20,0
2013,5,5,21,0
2013,5,5,22,0
2013,5,5,23,0
2013,5,6,0,0
2013,5,6,1,0
2013,5,6,2,0
2013,5,6,3,0
2013,5,6,4,0
2013,5,6,5,0
2013,5,6,6,66.77
2013,5,6,7,250.36
2013,5,6,8,468.24
2013,5,6,9,656.98
2013,5,6,10,863.73
2013,5,6,11,883
2013,5,6,12,929.73
2013,5,6,13,811.31
2013,5,6,14,704.27
2013,5,6,15,555.65
2013,5,6,16,323.38
2013,5,6,17,130.38
2013,5,6,18,11.85
2013,5,6,19,0
2013,5,6,20,0
2013,5,6,21,0
2013,5,6,22,0
2013,5,6,23,0
2013,5,7,0,0
2013,5,7,1,0
2013,5,7,2,0
2013,5,7,3,0
2013,5,7,4,0
2013,5,7,5,0
2013,5,7,6,73.3
2013,5,7,7,238.93
2013,5,7,8,465.3
2013,5,7,9,680.72
2013,5,7,10,751.7
2013,5,7,11,860.57
2013,5,7,12,805.9
2013,5,7,13,800.19
2013,5,7,14,696.87
2013,5,7,15,515.97
2013,5,7,16,322.64
2013,5,7,17,133.02
2013,5,7,18,11.36
2013,5,7,19,0
2013,5,7,20,0
2013,5,7,21,0
2013,5,7,22,0
2013,5,7,23,0
2013,5,8,0,0
2013,5,8,1,0
2013,5,8,2,0
2013,5,8,3,0
2013,5,8,4,0
2013,5,8,5,0
2013,5,8,6,79.02
2013,5,8,7,295.98
2013,5,8,8,522.62
2013,5,8,9,711
2013,5,8,10,854.44
2013,5,8,11,863.24
2013,5,8,12,808.05
2013,5,8,13,618.67
2013,5,8,14,539.98
2013,5,8,15,464.95
2013,5,8,16,315.18
2013,5,8,17,120.58
2013,5,8,18,12.19
2013,5,8,19,0
2013,5,8,20,0
2013,5,8,21,0
2013,5,8,22,0
2013,5,8,23,0
2013,5,9,0,0
2013,5,9,1,0
2013,5,9,2,0
2013,5,9,3,0
2013,5,9,4,0
2013,5,9,5,0
2013,5,9,6,76.94
2013,5,9,7,276.57
2013,5,9,8,505.78
2013,5,9,9,727.34
2013,5,9,10,874.82
2013,5,9,11,915.77
2013,5,9,12,900.05
2013,5,9,13,693.95
2013,5,9,14,590.93
2013,5,9,15,433.81
2013,5,9,16,270.41
2013,5,9,17,104.91
2013,5,9,18,11.65
2013,5,9,19,0
2013,5,9,20,0
2013,5,9,21,0
2013,5,9,22,0
2013,5,9,23,0
2013,5,10,0,0
2013,5,10,1,0
2013,5,10,2,0
2013,5,10,3,0
2013,5,10,4,0
2013,5,10,5,0
2013,5,10,6,78.19
2013,5,10,7,288.31
2013,5,10,8,505.45
2013,5,10,9,682.09
2013,5,10,10,831.51
2013,5,10,11,904.73
2013,5,10,12,889.84
2013,5,10,13,810.2
2013,5,10,14,672.93
2013,5,10,15,419.89
2013,5,10,16,258.07
2013,5,10,17,83.85
2013,5,10,18,11.77
2013,5,10,19,0
2013,5,10,20,0
2013,5,10,21,0
2013,5,10,22,0
2013,5,10,23,0
2013,5,11,0,0
2013,5,11,1,0
2013,5,11,2,0
2013,5,11,3,0
2013,5,11,4,0
2013,5,11,5,0
2013,5,11,6,77.81
2013,5,11,7,272.15
2013,5,11,8,478.41
2013,5,11,9,684.55
2013,5,11,10,824.81
2013,5,11,11,825.97
2013,5,11,12,750.63
2013,5,11,13,713.84
2013,5,11,14,587
2013,5,11,15,451.61
2013,5,11,16,310.38
2013,5,11,17,112.1
2013,5,11,18,11.15
2013,5,11,19,0
2013,5,11,20,0
2013,5,11,21,0
2013,5,11,22,0
2013,5,11,23,0
2013,5,12,0,0
2013,5,12,1,0
2013,5,12,2,0
2013,5,12,3,0
2013,5,12,4,0
2013,5,12,5,0
2013,5,12,6,61.48
2013,5,12,7,224.31
2013,5,12,8,389.94
2013,5,12,9,572.59
2013,5,12,10,784.95
2013,5,12,11,854.42
2013,5,12,12,806.05
2013,5,12,13,749.89
2013,5,12,14,606.63
2013,5,12,15,320.26
2013,5,12,16,167.72
2013,5,12,17,63.12
2013,5,12,18,9.81
2013,5,12,19,0
2013,5,12,20,0
2013,5,12,21,0
2013,5,12,22,0
2013,5,12,23,0
2013,5,13,0,0
2013,5,13,1,0
2013,5,13,2,0
2013,5,13,3,0
2013,5,13,4,0
2013,5,13,5,0
2013,5,13,6,69.82
2013,5,13,7,241.19
2013,5,13,8,414.59
2013,5,13,9,548.46
2013,5,13,10,706.75
2013,5,13,11,738.59
2013,5,13,12,811.65
2013,5,13,13,805.58
2013,5,13,14,681.84
2013,5,13,15,559.98
2013,5,13,16,356.93
2013,5,13,17,122.92
2013,5,13,18,13.17
2013,5,13,19,0
2013,5,13,20,0
2013,5,13,21,0
2013,5,13,22,0
2013,5,13,23,0
2013,5,14,0,0
2013,5,14,1,0
2013,5,14,2,0
2013,5,14,3,0
2013,5,14,4,0
2013,5,14,5,0
2013,5,14,6,83.8
2013,5,14,7,282.66
2013,5,14,8,476.58
2013,5,14,9,673.38
2013,5,14,10,837.95
2013,5,14,11,885.15
2013,5,14,12,877.5
2013,5,14,13,682.46
2013,5,14,14,639.27
2013,5,14,15,416.88
2013,5,14,16,266.29
2013,5,14,17,108.2
2013,5,14,18,12.09
2013,5,14,19,0
2013,5,14,20,0
2013,5,14,21,0
2013,5,14,22,0
2013,5,14,23,0
2013,5,15,0,0
2013,5,15,1,0
2013,5,15,2,0
2013,5,15,3,0
2013,5,15,4,0
2013,5,15,5,0
2013,5,15,6,80.21
2013,5,15,7,279.8
2013,5,15,8,494.96
2013,5,15,9,645.03
2013,5,15,10,762.8
2013,5,15,11,830.78
2013,5,15,12,878.4
2013,5,15,13,859.17
2013,5,15,14,727.65
2013,5,15,15,544.55
2013,5,15,16,382.67
2013,5,15,17,164.34
2013,5,15,18,14.01
2013,5,15,19,0
2013,5,15,20,0
2013,5,15,21,0
2013,5,15,22,0
2013,5,15,23,0
2013,5,16,0,0
2013,5,16,1,0
2013,5,16,2,0
2013,5,16,3,0
2013,5,16,4,0
2013,5,16,5,0
2013,5,16,6,89.23
2013,5,16,7,279.3
2013,5,16,8,476.96
2013,5,16,9,685.52
2013,5,16,10,785.08
2013,5,16,11,886.46
2013,5,16,12,854.07
2013,5,16,13,589.23
2013,5,16,14,438.48
2013,5,16,15,151.34
2013,5,16,16,77.04
2013,5,16,17,26.22
2013,5,16,18,6.17
2013,5,16,19,0
2013,5,16,20,0
2013,5,16,21,0
2013,5,16,22,0
2013,5,16,23,0
2013,5,17,0,0
2013,5,17,1,0
2013,5,17,2,0
2013,5,17,3,0
2013,5,17,4,0
2013,5,17,5,0
2013,5,17,6,77.98
2013,5,17,7,261.66
2013,5,17,8,464.12
2013,5,17,9,671.56
2013,5,17,10,837.11
2013,5,17,11,893.56
2013,5,17,12,750.74
2013,5,17,13,395.26
2013,5,17,14,240.95
2013,5,17,15,207.79
2013,5,17,16,162.4
2013,5,17,17,58.69
2013,5,17,18,9.72
2013,5,17,19,0
2013,5,17,20,0
2013,5,17,21,0
2013,5,17,22,0
2013,5,17,23,0
2013,5,18,0,0
2013,5,18,1,0
2013,5,18,2,0
2013,5,18,3,0
2013,5,18,4,0
2013,5,18,5,0
2013,5,18,6,58.03
2013,5,18,7,180.73
2013,5,18,8,320.12
2013,5,18,9,499.66
2013,5,18,10,629.92
2013,5,18,11,567.44
2013,5,18,12,268
2013,5,18,13,151.55
2013,5,18,14,115.21
2013,5,18,15,91.28
2013,5,18,16,145.16
2013,5,18,17,28.28
2013,5,18,18,14.09
2013,5,18,19,0
2013,5,18,20,0
2013,5,18,21,0
2013,5,18,22,0
2013,5,18,23,0
2013,5,19,0,0
2013,5,19,1,0
2013,5,19,2,0
2013,5,19,3,0
2013,5,19,4,0
2013,5,19,5,0
2013,5,19,6,73.3
2013,5,19,7,232.88
2013,5,19,8,427.09
2013,5,19,9,584.9
2013,5,19,10,686.52
2013,5,19,11,779.7
2013,5,19,12,555.05
2013,5,19,13,428.29
2013,5,19,14,302.67
2013,5,19,15,92.4
2013,5,19,16,74.1
2013,5,19,17,36.88
2013,5,19,18,6.73
2013,5,19,19,0
2013,5,19,20,0
2013,5,19,21,0
2013,5,19,22,0
2013,5,19,23,0
2013,5,20,0,0
2013,5,20,1,0
2013,5,20,2,0
2013,5,20,3,0
2013,5,20,4,0
2013,5,20,5,0
2013,5,20,6,79.33
2013,5,20,7,272.29
2013,5,20,8,488.12
2013,5,20,9,585.58
2013,5,20,10,776.46
2013,5,20,11,811.47
2013,5,20,12,855.15
2013,5,20,13,788.7
2013,5,20,14,569.97
2013,5,20,15,483.07
2013,5,20,16,274.54
2013,5,20,17,96.32
2013,5,20,18,8.55
2013,5,20,19,0
2013,5,20,20,0
2013,5,20,21,0
2013,5,20,22,0
2013,5,20,23,0
2013,5,21,0,0
2013,5,21,1,0
2013,5,21,2,0
2013,5,21,3,0
2013,5,21,4,0
2013,5,21,5,0
2013,5,21,6,71.56
2013,5,21,7,238.63
2013,5,21,8,424.05
2013,5,21,9,496.24
2013,5,21,10,632.96
2013,5,21,11,679.2
2013,5,21,12,752.73
2013,5,21,13,656.62
2013,5,21,14,622.66
2013,5,21,15,543.84
2013,5,21,16,348.7
2013,5,21,17,142.91
2013,5,21,18,13.57
2013,5,21,19,0
2013,5,21,20,0
2013,5,21,21,0
2013,5,21,22,0
2013,5,21,23,0
2013,5,22,0,0
2013,5,22,1,0
2013,5,22,2,0
2013,5,22,3,0
2013,5,22,4,0
2013,5,22,5,0
2013,5,22,6,64.27
2013,5,22,7,218.61
2013,5,22,8,402.27
2013,5,22,9,586.17
2013,5,22,10,735.85
2013,5,22,11,754.11
2013,5,22,12,671.09
2013,5,22,13,619.12
2013,5,22,14,527.29
2013,5,22,15,346.8
2013,5,22,16,222.94
2013,5,22,17,85.92
2013,5,22,18,11.67
2013,5,22,19,0
2013,5,22,20,0
2013,5,22,21,0
2013,5,22,22,0
2013,5,22,23,0
2013,5,23,0,0
2013,5,23,1,0
2013,5,23,2,0
2013,5,23,3,0
2013,5,23,4,0
2013,5,23,5,0
2013,5,23,6,80.85
2013,5,23,7,272.94
2013,5,23,8,471.62
2013,5,23,9,650.25
2013,5,23,10,706.58
2013,5,23,11,789.62
2013,5,23,12,742.41
2013,5,23,13,656.31
2013,5,23,14,563.47
2013,5,23,15,380.33
2013,5,23,16,225.8
2013,5,23,17,86.41
2013,5,23,18,9.66
2013,5,23,19,0
2013,5,23,20,0
2013,5,23,21,0
2013,5,23,22,0
2013,5,23,23,0
2013,5,24,0,0
2013,5,24,1,0
2013,5,24,2,0
2013,5,24,3,0
2013,5,24,4,0
2013,5,24,5,0
2013,5,24,6,69.64
2013,5,24,7,218
2013,5,24,8,401.41
2013,5,24,9,616.33
2013,5,24,10,773.99
2013,5,24,11,825.48
2013,5,24,12,751.84
2013,5,24,13,693.61
2013,5,24,14,583.79
2013,5,24,15,374.47
2013,5,24,16,224.39
2013,5,24,17,58.59
2013,5,24,18,10.47
2013,5,24,19,0
2013,5,24,20,0
2013,5,24,21,0
2013,5,24,22,0
2013,5,24,23,0
2013,5,25,0,0
2013,5,25,1,0
2013,5,25,2,0
2013,5,25,3,0
2013,5,25,4,0
2013,5,25,5,0
2013,5,25,6,69.96
2013,5,25,7,230.95
2013,5,25,8,397.55
2013,5,25,9,554.84
2013,5,25,10,676
2013,5,25,11,602.13
2013,5,25,12,452.62
2013,5,25,13,497.12
2013,5,25,14,558.52
2013,5,25,15,393.64
2013,5,25,16,271.73
2013,5,25,17,94.01
2013,5,25,18,12.34
2013,5,25,19,0
2013,5,25,20,0
2013,5,25,21,0
2013,5,25,22,0
2013,5,25,23,0
2013,5,26,0,0
2013,5,26,1,0
2013,5,26,2,0
2013,5,26,3,0
2013,5,26,4,0
2013,5,26,5,0
2013,5,26,6,76.33
2013,5,26,7,246.88
2013,5,26,8,475.98
2013,5,26,9,638.65
2013,5,26,10,760.96
2013,5,26,11,768.05
2013,5,26,12,749.56
2013,5,26,13,711.14
2013,5,26,14,568.12
2013,5,26,15,363.98
2013,5,26,16,223.9
2013,5,26,17,95.32
2013,5,26,18,12.19
2013,5,26,19,0
2013,5,26,20,0
2013,5,26,21,0
2013,5,26,22,0
2013,5,26,23,0
2013,5,27,0,0
2013,5,27,1,0
2013,5,27,2,0
2013,5,27,3,0
2013,5,27,4,0
2013,5,27,5,0
2013,5,27,6,82.06
2013,5,27,7,267.31
2013,5,27,8,472.32
2013,5,27,9,666.01
2013,5,27,10,788.24
2013,5,27,11,841.16
2013,5,27,12,894.86
2013,5,27,13,836.08
2013,5,27,14,722.01
2013,5,27,15,515.9
2013,5,27,16,355.51
2013,5,27,17,134.38
2013,5,27,18,16.22
2013,5,27,19,0
2013,5,27,20,0
2013,5,27,21,0
2013,5,27,22,0
2013,5,27,23,0
2013,5,28,0,0
2013,5,28,1,0
2013,5,28,2,0
2013,5,28,3,0
2013,5,28,4,0
2013,5,28,5,0
2013,5,28,6,87.88
2013,5,28,7,287.41
2013,5,28,8,508.56
2013,5,28,9,686.42
2013,5,28,10,846.55
2013,5,28,11,896.02
2013,5,28,12,903.11
2013,5,28,13,831.98
2013,5,28,14,750.27
2013,5,28,15,542.09
2013,5,28,16,338.85
2013,5,28,17,134.91
2013,5,28,18,17.14
2013,5,28,19,0
2013,5,28,20,0
2013,5,28,21,0
2013,5,28,22,0
2013,5,28,23,0
2013,5,29,0,0
2013,5,29,1,0
2013,5,29,2,0
2013,5,29,3,0
2013,5,29,4,0
2013,5,29,5,0
2013,5,29,6,92.23
2013,5,29,7,293.48
2013,5,29,8,500.35
2013,5,29,9,702.9
2013,5,29,10,837.8
2013,5,29,11,856.03
2013,5,29,12,772.36
2013,5,29,13,638.26
2013,5,29,14,301.62
2013,5,29,15,228.35
2013,5,29,16,155.06
2013,5,29,17,37.6
2013,5,29,18,6.72
2013,5,29,19,0
2013,5,29,20,0
2013,5,29,21,0
2013,5,29,22,0
2013,5,29,23,0
2013,5,30,0,0
2013,5,30,1,0
2013,5,30,2,0
2013,5,30,3,0
2013,5,30,4,0
2013,5,30,5,0
2013,5,30,6,39.95
2013,5,30,7,144.19
2013,5,30,8,254.3
2013,5,30,9,476.89
2013,5,30,10,662.57
2013,5,30,11,716.52
2013,5,30,12,662.18
2013,5,30,13,525.38
2013,5,30,14,459.61
2013,5,30,15,57.52
2013,5,30,16,39.1
2013,5,30,17,18.14
2013,5,30,18,6.05
2013,5,30,19,0
2013,5,30,20,0
2013,5,30,21,0
2013,5,30,22,0
2013,5,30,23,0
2013,5,31,0,0
2013,5,31,1,0
2013,5,31,2,0
2013,5,31,3,0
2013,5,31,4,0
2013,5,31,5,0
2013,5,31,6,73.05
2013,5,31,7,241.62
2013,5,31,8,437.59
2013,5,31,9,593.87
2013,5,31,10,629.35
2013,5,31,11,724.69
2013,5,31,12,538.55
2013,5,31,13,486.84
2013,5,31,14,230.42
2013,5,31,15,129.63
2013,5,31,16,155.15
2013,5,31,17,53.5
2013,5,31,18,15.55
2013,5,31,19,0
2013,5,31,20,0
2013,5,31,21,0
2013,5,31,22,0
2013,5,31,23,0
2013,6,1,0,0
2013,6,1,1,0
2013,6,1,2,0
2013,6,1,3,0
2013,6,1,4,0
2013,6,1,5,0
2013,6,1,6,86.74
2013,6,1,7,297.38
2013,6,1,8,510.35
2013,6,1,9,717.44
2013,6,1,10,802.27
2013,6,1,11,835.41
2013,6,1,12,774.37
2013,6,1,13,648.57
2013,6,1,14,460.16
2013,6,1,15,309.17
2013,6,1,16,190.64
2013,6,1,17,77.53
2013,6,1,18,12.18
2013,6,1,19,0
2013,6,1,20,0
2013,6,1,21,0
2013,6,1,22,0
2013,6,1,23,0
2013,6,2,0,0
2013,6,2,1,0
2013,6,2,2,0
2013,6,2,3,0
2013,6,2,4,0
2013,6,2,5,0
2013,6,2,6,82.2
2013,6,2,7,224.55
2013,6,2,8,409.29
2013,6,2,9,543.15
2013,6,2,10,624.35
2013,6,2,11,733.58
2013,6,2,12,419.59
2013,6,2,13,320.2
2013,6,2,14,233.62
2013,6,2,15,201.19
2013,6,2,16,133.28
2013,6,2,17,44.86
2013,6,2,18,8.46
2013,6,2,19,0
2013,6,2,20,0
2013,6,2,21,0
2013,6,2,22,0
2013,6,2,23,0
2013,6,3,0,0
2013,6,3,1,0
2013,6,3,2,0
2013,6,3,3,0
2013,6,3,4,0
2013,6,3,5,0
2013,6,3,6,88.1
2013,6,3,7,273.85
2013,6,3,8,464.83
2013,6,3,9,634.52
2013,6,3,10,760.86
2013,6,3,11,810.84
2013,6,3,12,804.53
2013,6,3,13,736.5
2013,6,3,14,557.09
2013,6,3,15,372.95
2013,6,3,16,270.43
2013,6,3,17,113.13
2013,6,3,18,17.02
2013,6,3,19,0
2013,6,3,20,0
2013,6,3,21,0
2013,6,3,22,0
2013,6,3,23,0
2013,6,4,0,0
2013,6,4,1,0
2013,6,4,2,0
2013,6,4,3,0
2013,6,4,4,0
2013,6,4,5,0
2013,6,4,6,73.39
2013,6,4,7,214.7
2013,6,4,8,380.91
2013,6,4,9,544.42
2013,6,4,10,637.29
2013,6,4,11,714.45
2013,6,4,12,650.34
2013,6,4,13,616.44
2013,6,4,14,473.08
2013,6,4,15,349.57
2013,6,4,16,207.1
2013,6,4,17,80.91
2013,6,4,18,9.82
2013,6,4,19,0
2013,6,4,20,0
2013,6,4,21,0
2013,6,4,22,0
2013,6,4,23,0
2013,6,5,0,0
2013,6,5,1,0
2013,6,5,2,0
2013,6,5,3,0
2013,6,5,4,0
2013,6,5,5,0
2013,6,5,6,64.62
2013,6,5,7,182.53
2013,6,5,8,333.66
2013,6,5,9,477.03
2013,6,5,10,628.17
2013,6,5,11,561.27
2013,6,5,12,496.51
2013,6,5,13,306.04
2013,6,5,14,276.28
2013,6,5,15,152.41
2013,6,5,16,92.57
2013,6,5,17,36.46
2013,6,5,18,7.88
2013,6,5,19,0
2013,6,5,20,0
2013,6,5,21,0
2013,6,5,22,0
2013,6,5,23,0
2013,6,6,0,0
2013,6,6,1,0
2013,6,6,2,0
2013,6,6,3,0
2013,6,6,4,0
2013,6,6,5,0
2013,6,6,6,79.91
2013,6,6,7,271.43
2013,6,6,8,476.37
2013,6,6,9,670.09
2013,6,6,10,781.12
2013,6,6,11,796.17
2013,6,6,12,805.63
2013,6,6,13,663.03
2013,6,6,14,413.52
2013,6,6,15,162.61
2013,6,6,16,114.37
2013,6,6,17,35.89
2013,6,6,18,11.01
2013,6,6,19,0
2013,6,6,20,0
2013,6,6,21,0
2013,6,6,22,0
2013,6,6,23,0
2013,6,7,0,0
2013,6,7,1,0
2013,6,7,2,0
2013,6,7,3,0
2013,6,7,4,0
2013,6,7,5,0
2013,6,7,6,82.55
2013,6,7,7,271.78
2013,6,7,8,462.5
2013,6,7,9,684.32
2013,6,7,10,808.81
2013,6,7,11,732.87
2013,6,7,12,560.11
2013,6,7,13,556.88
2013,6,7,14,259.22
2013,6,7,15,269.85
2013,6,7,16,183.87
2013,6,7,17,69.22
2013,6,7,18,17.97
2013,6,7,19,0
2013,6,7,20,0
2013,6,7,21,0
2013,6,7,22,0
2013,6,7,23,0
2013,6,8,0,0
2013,6,8,1,0
2013,6,8,2,0
2013,6,8,3,0
2013,6,8,4,0
2013,6,8,5,0
2013,6,8,6,95.94
2013,6,8,7,282.77
2013,6,8,8,502.81
2013,6,8,9,686.48
2013,6,8,10,680.76
2013,6,8,11,734.07
2013,6,8,12,777.59
2013,6,8,13,701.25
2013,6,8,14,687.85
2013,6,8,15,553.13
2013,6,8,16,353.64
2013,6,8,17,162.62
2013,6,8,18,20.95
2013,6,8,19,0
2013,6,8,20,0
2013,6,8,21,0
2013,6,8,22,0
2013,6,8,23,0
2013,6,9,0,0
2013,6,9,1,0
2013,6,9,2,0
2013,6,9,3,0
2013,6,9,4,0
2013,6,9,5,0
2013,6,9,6,94.74
2013,6,9,7,295.6
2013,6,9,8,512.9
2013,6,9,9,699.05
2013,6,9,10,828.03
2013,6,9,11,878.72
2013,6,9,12,781.77
2013,6,9,13,774.92
2013,6,9,14,587.12
2013,6,9,15,450.79
2013,6,9,16,284.11
2013,6,9,17,120.35
2013,6,9,18,19.56
2013,6,9,19,0
2013,6,9,20,0
2013,6,9,21,0
2013,6,9,22,0
2013,6,9,23,0
2013,6,10,0,0
2013,6,10,1,0
2013,6,10,2,0
2013,6,10,3,0
2013,6,10,4,0
2013,6,10,5,0
2013,6,10,6,84.84
2013,6,10,7,292.39
2013,6,10,8,508.88
2013,6,10,9,685.91
2013,6,10,10,718
2013,6,10,11,801.16
2013,6,10,12,835.14
2013,6,10,13,767.76
2013,6,10,14,646.62
2013,6,10,15,495.07
2013,6,10,16,328.02
2013,6,10,17,148.09
2013,6,10,18,19.88
2013,6,10,19,0
2013,6,10,20,0
2013,6,10,21,0
2013,6,10,22,0
2013,6,10,23,0
2013,6,11,0,0
2013,6,11,1,0
2013,6,11,2,0
2013,6,11,3,0
2013,6,11,4,0
2013,6,11,5,0
2013,6,11,6,33.16
2013,6,11,7,150.46
2013,6,11,8,277.52
2013,6,11,9,405.98
2013,6,11,10,460.18
2013,6,11,11,560.7
2013,6,11,12,624.96
2013,6,11,13,580.65
2013,6,11,14,521.67
2013,6,11,15,381.02
2013,6,11,16,224.62
2013,6,11,17,55.69
2013,6,11,18,13.01
2013,6,11,19,0
2013,6,11,20,0
2013,6,11,21,0
2013,6,11,22,0
2013,6,11,23,0
2013,6,12,0,0
2013,6,12,1,0
2013,6,12,2,0
2013,6,12,3,0
2013,6,12,4,0
2013,6,12,5,0
2013,6,12,6,16.33
2013,6,12,7,134.62
2013,6,12,8,209.02
2013,6,12,9,295.55
2013,6,12,10,489.93
2013,6,12,11,314.42
2013,6,12,12,460.05
2013,6,12,13,470.02
2013,6,12,14,545.58
2013,6,12,15,445.95
2013,6,12,16,281.33
2013,6,12,17,101.46
2013,6,12,18,18.24
2013,6,12,19,0
2013,6,12,20,0
2013,6,12,21,0
2013,6,12,22,0
2013,6,12,23,0
2013,6,13,0,0
2013,6,13,1,0
2013,6,13,2,0
2013,6,13,3,0
2013,6,13,4,0
2013,6,13,5,0
2013,6,13,6,35.82
2013,6,13,7,120.24
2013,6,13,8,224.83
2013,6,13,9,311.28
2013,6,13,10,423.7
2013,6,13,11,539.41
2013,6,13,12,410.02
2013,6,13,13,393.7
2013,6,13,14,321.77
2013,6,13,15,287.14
2013,6,13,16,183.06
2013,6,13,17,57.68
2013,6,13,18,13.88
2013,6,13,19,0
2013,6,13,20,0
2013,6,13,21,0
2013,6,13,22,0
2013,6,13,23,0
2013,6,14,0,0
2013,6,14,1,0
2013,6,14,2,0
2013,6,14,3,0
2013,6,14,4,0
2013,6,14,5,0
2013,6,14,6,67.61
2013,6,14,7,216.98
2013,6,14,8,395.63
2013,6,14,9,496.61
2013,6,14,10,593.08
2013,6,14,11,622.19
2013,6,14,12,567.07
2013,6,14,13,555.8
2013,6,14,14,495.44
2013,6,14,15,376.78
2013,6,14,16,236.4
2013,6,14,17,74
2013,6,14,18,18.39
2013,6,14,19,0
2013,6,14,20,0
2013,6,14,21,0
2013,6,14,22,0
2013,6,14,23,0
2013,6,15,0,0
2013,6,15,1,0
2013,6,15,2,0
2013,6,15,3,0
2013,6,15,4,0
2013,6,15,5,0
2013,6,15,6,58.3
2013,6,15,7,216.51
2013,6,15,8,371.09
2013,6,15,9,524.5
2013,6,15,10,685.92
2013,6,15,11,743.91
2013,6,15,12,788.98
2013,6,15,13,704.79
2013,6,15,14,678.66
2013,6,15,15,562.67
2013,6,15,16,373.53
2013,6,15,17,146.59
2013,6,15,18,22
2013,6,15,19,0
2013,6,15,20,0
2013,6,15,21,0
2013,6,15,22,0
2013,6,15,23,0
2013,6,16,0,0
2013,6,16,1,0
2013,6,16,2,0
2013,6,16,3,0
2013,6,16,4,0
2013,6,16,5,0
2013,6,16,6,82.04
2013,6,16,7,244.34
2013,6,16,8,432.88
2013,6,16,9,603.3
2013,6,16,10,738.91
2013,6,16,11,813.2
2013,6,16,12,771.6
2013,6,16,13,812.38
2013,6,16,14,672.48
2013,6,16,15,531.28
2013,6,16,16,340.51
2013,6,16,17,132.98
2013,6,16,18,20.84
2013,6,16,19,0
2013,6,16,20,0
2013,6,16,21,0
2013,6,16,22,0
2013,6,16,23,0
2013,6,17,0,0
2013,6,17,1,0
2013,6,17,2,0
2013,6,17,3,0
2013,6,17,4,0
2013,6,17,5,0
2013,6,17,6,72.85
2013,6,17,7,252.59
2013,6,17,8,430.41
2013,6,17,9,535.64
2013,6,17,10,675.28
2013,6,17,11,711.43
2013,6,17,12,776.84
2013,6,17,13,695.38
2013,6,17,14,584.59
2013,6,17,15,410.95
2013,6,17,16,269.9
2013,6,17,17,119.43
2013,6,17,18,18.17
2013,6,17,19,0
2013,6,17,20,0
2013,6,17,21,0
2013,6,17,22,0
2013,6,17,23,0
2013,6,18,0,0
2013,6,18,1,0
2013,6,18,2,0
2013,6,18,3,0
2013,6,18,4,0
2013,6,18,5,0
2013,6,18,6,43.84
2013,6,18,7,184.27
2013,6,18,8,332.03
2013,6,18,9,455.12
2013,6,18,10,528.32
2013,6,18,11,672.65
2013,6,18,12,535.83
2013,6,18,13,372.78
2013,6,18,14,213.88
2013,6,18,15,269.76
2013,6,18,16,220.28
2013,6,18,17,104.66
2013,6,18,18,22.38
2013,6,18,19,0
2013,6,18,20,0
2013,6,18,21,0
2013,6,18,22,0
2013,6,18,23,0
2013,6,19,0,0
2013,6,19,1,0
2013,6,19,2,0
2013,6,19,3,0
2013,6,19,4,0
2013,6,19,5,0
2013,6,19,6,41.12
2013,6,19,7,154.16
2013,6,19,8,283.49
2013,6,19,9,479.16
2013,6,19,10,552.64
2013,6,19,11,574.29
2013,6,19,12,597.16
2013,6,19,13,532.34
2013,6,19,14,539.72
2013,6,19,15,442.22
2013,6,19,16,277.09
2013,6,19,17,128.27
2013,6,19,18,22.98
2013,6,19,19,0
2013,6,19,20,0
2013,6,19,21,0
2013,6,19,22,0
2013,6,19,23,0
2013,6,20,0,0
2013,6,20,1,0
2013,6,20,2,0
2013,6,20,3,0
2013,6,20,4,0
2013,6,20,5,0
2013,6,20,6,65.45
2013,6,20,7,220.34
2013,6,20,8,422.84
2013,6,20,9,550.28
2013,6,20,10,647.81
2013,6,20,11,726.48
2013,6,20,12,629.05
2013,6,20,13,612.2
2013,6,20,14,554.6
2013,6,20,15,466.86
2013,6,20,16,309.38
2013,6,20,17,118.79
2013,6,20,18,19.52
2013,6,20,19,0
2013,6,20,20,0
2013,6,20,21,0
2013,6,20,22,0
2013,6,20,23,0
2013,6,21,0,0
2013,6,21,1,0
2013,6,21,2,0
2013,6,21,3,0
2013,6,21,4,0
2013,6,21,5,0
2013,6,21,6,61.64
2013,6,21,7,189.41
2013,6,21,8,316.05
2013,6,21,9,494.37
2013,6,21,10,577.61
2013,6,21,11,615.62
2013,6,21,12,510.72
2013,6,21,13,468.07
2013,6,21,14,433.82
2013,6,21,15,392.46
2013,6,21,16,219.09
2013,6,21,17,67.95
2013,6,21,18,14.95
